# `--selftest` 진입점 등재 — `경로<TAB>플래그<TAB>등급<TAB>레인<TAB>담당<TAB>이유`
#   검사기 `scripts/check_selftest_inventory.py`
#
# ★ 계기 (2026-09-01, Codex R19 Q6)
#   규칙 K 는 `check_all.sh` ↔ `discipline.yml` 을 **손으로 적은 10개 목록**으로 대조해서,
#   *둘 다에 없는* 검사기는 원리적으로 못 잡았다.  실측 결과 진입점 101개 중 **72개가
#   어느 쪽에서도 안 돌고 있었고**, 그중 둘은 실제로 **빨간불**이었다:
#     · `env_db.py`             — step4 env 노브 둘이 DB 에 없었다 (등재해 고침)
#     · `seminar_deck_extract.py` — 철회 배너를 1번 장에 끼우자 표지 면제(n==1)가 깨졌다
#   돌지 않는 검사는 없는 것과 같고, 더 나쁘게는 "있다" 는 인상을 준다.
#
# ★ 어떻게 닫았나 — **드라이버**
#   `fast` 는 `check_selftest_inventory.py --run-fast` 가 이 등재를 읽어 한꺼번에 돌린다.
#   72개를 손으로 두 파일에 옮겨 적으면 그 목록이 또 낡는다.  드라이버는 등재를 읽으므로
#   **새 검사기를 만들면 등재만 하면 자동으로 돈다**.  그래서 `fast` 의 레인은 대부분
#   `none` 이고, 그것이 정상이다 (드라이버가 `both` 인 한).
#
# 등급 (⚠ `--draft` 가 **실제로 돌려** 정한다 — 추정으로 적으면 등재가 거짓말이 된다)
#   fast     초 단위, 표준 의존만.  드라이버가 돌린다
#   slow     초록이지만 20 s 이상 — 예산 때문에 이름으로 배선한다
#   gpu      cupy/taichi 가 있어야 뜻이 있다
#   external 리포 밖 데이터·네트워크·무거운 의존
#   broken   지금 빨간불 — 이유에 무엇이 깨졌는지 적는다 (숨기지 않는다)
#   legacy   일회성/역사 — 남겨 두되 돌리지 않는다
#
# 2026-09-01 실측: fast 98 (합계 292 s) · slow 3 · broken 0
#
scripts/additives.py	--selftest-dispersion	fast	none	claude	초록 1.5s (실측)
scripts/additives.py	--selftest-sheath	fast	none	claude	초록 0.9s (실측)
scripts/am_load_balance_jam.py	--selftest	fast	none	claude	초록 0.4s (실측)
scripts/analyze_se_curve_transfer.py	--selftest	fast	none	claude	초록 0.2s (실측)
scripts/audit_validation_flags.py	--selftest	fast	both	claude	초록 0.1s (실측) — L4-03 Codex 4 픽스처 + 양성 대조
scripts/b1_chem_fade.py	--selftest	fast	none	claude	초록 0.0s (실측)
scripts/bridge_grid_verdict.py	--selftest	fast	both	claude	초록 0.0s (실측)
scripts/build_comsol_mph.py	--selftest	fast	none	claude	초록 0.5s (실측)
scripts/build_load_balance_manifest.py	--selftest	fast	none	claude	초록 0.3s (실측)
scripts/build_methods_docx.py	--selftest	fast	check_all	claude	초록 0.1s (실측)
scripts/calibrate_ledger_reflow.py	--selftest	fast	none	claude	초록 1.0s (실측)
scripts/cam_kinetics.py	--selftest	fast	none	claude	초록 0.9s (실측)
scripts/cbd_contacts_per_am.py	--selftest	fast	none	claude	초록 0.9s (실측)
scripts/check_cohort_packages.py	--selftest	fast	check_all	claude	초록 0.7s (실측)
scripts/check_doc_refs.py	--selftest	fast	both	claude	초록 0.1s (실측)
scripts/check_method_discipline.py	--selftest	slow	both	claude	초록이나 60s (실측)
scripts/check_review_findings.py	--selftest	slow	both	claude	초록이나 41s (실측)
scripts/check_selftest_inventory.py	--selftest	fast	both	claude	초록 0.1s (실측)
scripts/check_undefined_names.py	--selftest	fast	none	claude	초록 8/8 · 0.4 s (실측, 2026-09-23) — 직접 단계는 없고 fast 드라이버가 두 레인에서 돌린다.  ★ 2026-09-23 Lee STEP3 16팔 러너(`sdcp_gain_vox015_8arm.sh`)가 v100 conda env(pyflakes 없음)에서 이 검사기의 AST 대체 경로로 떨어져 **오탐 129 건**으로 GPU 를 잡기 전에 ABORT 했다 (pyflakes 로는 0 건).  원인 셋: 중첩 함수·lambda 의 **자기 인자**를 바깥 함수 기준으로 봄 · **클로저**(바깥 지역을 읽는 안쪽 함수) · import 될 때 `dir(__builtins__)` 가 dict 라 float·list 가 빠짐.  옛 ①~③ 은 작은 픽스처라 CI(대체 경로)에서도 이 부류를 못 봤다.  ④⑤⑤b⑥⑦ 이 `with_ast()` 를 직접 부르고 ⑦ 이 러너가 거는 실제 5 파일에서 오탐 0 을 단언한다 (먼저 빨간불 129 건 확인 후 수정).  외부 의존: 없음 (pyflakes 는 선택).
scripts/comsol_export.py	--selftest	fast	none	claude	초록 1.0s (실측)
scripts/comsol_ps_series_6mah.py	--selftest	fast	none	claude	초록 0.2s (실측)
scripts/context_budget.py	--selftest	fast	none	claude	초록 0.1s (실측)
scripts/context_meter.py	--selftest	fast	none	claude	초록 0.1s (실측)
scripts/cycle_contact_ledger.py	--selftest	fast	none	claude	초록 0.9s (실측)
scripts/cycle_degradation_law.py	--selftest	fast	none	claude	초록 0.1s (실측)
scripts/cycle_retention.py	--selftest	fast	none	claude	초록 0.1s (실측)
scripts/cycle_rint_synthesis.py	--selftest	fast	none	claude	초록 0.2s (실측)
